Problem,Alpha,Beta,DepthCut,NodesProcessed,NumSols,NumberofGeneratedSolutions,PercentNearOptimal,SolCut,Time(ms),diversity,nodeType
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.070000,1690.650757,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.080000,1683.189453,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.090000,1670.986206,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.100000,1611.176880,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.200000,1549.769531,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.300000,1475.340576,0.167679,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.400000,1679.041870,0.182320,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.500000,1535.260010,0.177756,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.600000,1239.863159,0.183540,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.700000,1055.477173,0.181394,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.800000,952.239990,0.172778,DiversiTree
gen(50),0.010000,0.060000,0.000000,0,50,51,0.010000,0.900000,828.649841,0.174128,DiversiTree
gen(50),0.010000,0.070000,0.000000,0,50,51,0.010000,0.000000,1630.502686,0.186546,DiversiTree
gen(50),0.010000,0.070000,0.000000,0,50,51,0.010000,0.010000,1679.256226,0.186546,DiversiTree
gen(50),0.010000,0.070000,0.000000,0,50,51,0.010000,0.020000,1629.668335,0.186546,DiversiTreeProblem,Alpha,Beta,DepthCut,NodesProcessed,NumSols,NumberofGeneratedSolutions,PercentNearOptimal,SolCut,Time(ms),diversity,nodeType
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.000000,590.996399,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.010000,572.819580,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.020000,552.825623,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.030000,568.010986,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.040000,557.549072,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.050000,583.224426,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.060000,569.173645,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.070000,572.409180,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.080000,593.690247,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.090000,570.971741,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.100000,608.984009,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.200000,579.808167,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.300000,597.252625,0.159292,DiversiTreeProblem,Alpha,Beta,DepthCut,NodesProcessed,NumSols,NumberofGeneratedSolutions,PercentNearOptimal,SolCut,Time(ms),diversity,nodeType
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.000000,606.078491,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.010000,533.546143,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.020000,536.367554,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.030000,535.859741,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.040000,530.743530,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.050000,530.288574,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.060000,532.491150,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.070000,582.353333,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.080000,527.894653,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.090000,552.398987,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.100000,539.865112,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.200000,513.461243,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.300000,499.105530,0.159292,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.400000,435.879089,0.137015,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.500000,412.854645,0.147102,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.600000,402.288666,0.154575,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.700000,376.647034,0.149946,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.800000,329.126740,0.165261,DiversiTree
gen(50),0.010000,0.000000,0.000000,0,50,51,0.010000,0.900000,300.113800,0.173377,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.000000,532.317810,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.010000,490.794006,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.020000,523.449341,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.030000,502.109375,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.040000,537.851379,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.050000,515.573242,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.060000,510.730438,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.070000,504.407135,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.080000,595.270569,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.090000,543.069275,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.100000,491.098358,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.200000,488.277008,0.147549,DiversiTree
gen(50),0.010000,0.010000,0.000000,0,50,51,0.010000,0.300000,481.978424,0.147549,DiversiTree
